,name,doctor,funding_employees_ratio,has_super_founder,has_strong_founder,growth_stage_num,target,pca_0,pca_1,pca_2,pca_3
466,Vaxinano,0,57142.857142857145,0,0,1.0,1,-0.17051033486288597,-0.11947555327496855,-0.12881957557556706,-0.13717855239927476
467,Veesion,0,35545.45,0,0,2.0,1,-0.12341895973091463,0.03935842361390103,-0.1177618115765496,-0.11563563177605031
468,Veesion,0,35545.45,0,0,2.0,1,-0.12341895973091463,0.03935842361390103,-0.1177618115765496,-0.11563563177605031
469,Videolabs,0,0.0,0,0,2.0,1,-0.17848601389060642,-0.024379511631547363,-0.13745580453773876,-0.0829054043785136
470,VitaDX Europe,0,313888.8888888889,0,0,2.0,1,-0.010084464723846283,-0.49567876575290404,1.0051811770084356,0.18658307759287027
471,Vivoka,0,142857.14285714287,0,0,2.0,1,-0.05576590915604238,-0.03934247167852439,-0.39339136155970966,0.7327913418037795
472,Voxaya,0,60000.0,0,0,1.0,1,-0.14937005246841434,0.03510725641299318,-0.11386091848658393,0.043009194395036913
475,Vulkam,1,281250.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
476,Captain Contrat,0,92592.5925925926,0,0,3.0,1,0.0005972879983606586,1.320242364312548,0.3644024462533233,-0.32166551704756335
477,Walnut Algorythm,0,31759.76923076923,0,0,2.0,1,-0.12413944413188598,-0.077726350546726,0.06663728416009863,0.03304694233821033
478,Wandercraft,0,239759.0361445783,1,1,3.0,1,0.7056385918465999,-0.3441764679350803,0.20962614080587716,-0.01948540880077502
479,Watoo,0,38994.8,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
480,Wavely,0,37500.0,0,0,2.0,1,-0.03950361510934451,0.16876262041788775,-0.3921454249091561,0.9574751716556831
481,Waykonect,0,88235.29411764706,0,0,2.0,1,-0.04129288419013159,0.40942027554418164,0.05672797752198937,-0.20659751060675297
482,Webdrone,0,0.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
483,Weenat,1,83333.33333333333,1,1,2.0,1,0.054526215156986385,0.02870071752808636,-0.460708953946055,0.8494836220877662
484,Weeroc,0,0.0,0,0,1.0,1,-0.18179411268763526,-0.12687110577327373,-0.1492103084257478,-0.12735989114360252
485,Whylots,0,4545.454545454545,0,0,2.0,1,-0.10373834098759785,-0.057164960220248154,-0.1364328542309039,-0.14169084828061573
486,Wi6labs,0,0.0,0,0,2.0,1,-0.10108174969230724,-0.017952131125843335,-0.17012982198531754,-0.08392727130989619
487,WiseBIM,0,0.0,0,0,2.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
488,WiThings,0,406129.7427184466,1,1,3.0,1,0.19054171763902142,0.17848522522434834,0.4962592953020608,1.4095859012974088
489,Wuha,0,38994.8,0,0,2.0,1,-0.1711364690917133,0.12809824727755956,-0.13295029957253696,-0.13963657230300033
490,Wuha,0,38994.8,0,0,2.0,1,-0.1711364690917133,0.12809824727755956,-0.13295029957253696,-0.13963657230300033
491,Wupatec,1,300000.0,0,0,1.0,1,-0.13196919901093784,-0.07335108688347498,-0.12910225787616608,-0.1138874913358281
492,Xenothera,0,639000.0,0,0,1.0,1,1.0296327339847733,0.6012356618870188,1.8229392859931441,0.03306406357469295
493,XSun,0,275714.28571428574,0,0,2.0,1,0.9234646691500027,-0.2799471943495925,-0.30235497984198323,-0.35160553300478176
494,Xtramile,0,23333.333333333332,0,0,2.0,1,-0.043736754564322945,0.06203420208265038,-0.4184841698855917,0.9102853832328407
495,Xtramile,0,23333.333333333332,0,0,2.0,1,-0.043736754564322945,0.06203420208265038,-0.4184841698855917,0.9102853832328407
496,Xtrem Logic,0,38994.8,0,0,3.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
497,Yealth,0,0.0,0,0,1.0,1,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
498,Ynsect,0,1423269.385321101,1,1,3.0,1,2.463773920581982,-0.5970495244675206,0.5375610739084666,0.02697101198825421
499,Yogoko,0,38994.8,0,0,3.0,1,-0.13196919901093784,-0.07335108688347498,-0.12910225787616608,-0.1138874913358281
500,Accenta,0,249038.0,0,0,2.0,0,0.8264794395920003,-0.2480090159310754,-0.2862842755168765,-0.3409934641039388
501,Actimesure,0,4545.454545454545,0,0,2.0,0,-0.16527113085189388,-0.04326093571640738,-0.11191612502090241,-0.13117156992461837
502,Adrenalead,0,100000.0,0,0,1.0,0,-0.17486159531710094,-0.01417871238671525,-0.12459395087644869,-0.06930833803546381
504,Agorize,0,112500.0,1,1,3.0,0,0.01613846189050191,1.2920817307244827,0.38135342221343854,-0.16269720965222811
505,Akeneo,0,278109.447761194,1,1,3.0,0,0.02956552925164154,1.4235244248249026,0.4414381573995153,-0.15118569341604782
507,Alan,0,499272.724,1,1,3.0,0,1.2110603173798167,0.18296765781202876,0.19676818553743544,-0.2199187517553608
508,ALEPH-NETWORKS,0,0.0,0,0,2.0,0,-0.04007598839098223,0.01124516513065999,-0.39740513893080837,0.7383616306678658
509,Alphametry,0,0.0,0,0,1.0,0,-0.16921285172923076,-0.11855648970716441,-0.12760323168708798,-0.13549096708661132
510,Amazjob,0,38994.8,0,0,2.0,0,-0.06062991126489156,0.5090394429215493,0.10795342566679482,-0.1921844499852816
511,AmpliSIM,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
512,Aquassay,0,0.0,0,0,2.0,0,-0.1526848469079781,-0.13147623557954227,-0.12505751654530659,-0.13353341922446327
513,Artchy,0,38994.8,0,0,2.0,0,-0.17075319470497816,-0.06585695384668336,-0.12638350520436603,-0.09995828461866145
514,Asamgo,0,12500.0,0,0,1.0,0,0.07382638094568993,0.2988322435381444,-0.42278890491315346,1.1865282025307697
515,Audiospot,0,38994.8,0,0,3.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
516,Avanseo,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
517,Axibio,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
518,Azetone,0,0.0,1,1,1.0,0,-0.1287915114284039,-0.07233511674629903,-0.06393384727967172,-0.13865537293818173
519,BELEM,0,0.0,0,0,1.0,0,-0.15178917439006065,0.035175171926895,-0.1159509921649513,0.04170835497160325
520,BioMiMetiC,0,0.0,0,0,1.0,0,-0.1373811211246091,-0.12724001394337764,-0.1159115843461406,-0.1304739061093763
522,Bubblz,0,157142.85714285713,0,0,1.0,0,0.022602903899535502,0.6623396464475811,0.11208029887561514,0.0019228225634856865
523,Cleed,0,0.0,0,0,1.0,0,-0.1759727031578382,-0.09731897754310993,-0.12878655380594536,-0.14066978563807964
524,comet,0,134020.61855670103,0,0,3.0,0,0.06338677252030583,0.6082918722710777,-0.16425896452360148,0.7242868949746136
525,Contentarmor,0,38994.8,0,0,2.0,0,-0.1713842690845493,-0.05262065621871126,-0.13445215758855927,-0.0821713836764279
526,Dareboost,0,38994.8,0,0,1.0,0,-0.090933394441129,0.4394985151176511,0.08510007126994061,-0.20547641788643264
527,DATATEGY,0,75757.57575757576,0,0,2.0,0,0.020740227212963598,0.6026043660216419,0.05991668679586368,-0.13102440497992612
528,Digitemis,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
529,Doc.Fr,0,38994.8,0,0,3.0,0,-0.13196919901093784,-0.07335108688347498,-0.12910225787616608,-0.1138874913358281
530,Doctoconsult,0,100000.0,0,0,2.0,0,-0.03588592463978212,-0.003141196968463828,-0.41155172489971714,0.7937251641211169
531,Drapo,0,0.0,0,0,1.0,0,-0.16497721866258921,-0.12240984622109301,-0.13338354639932856,-0.1431738793340512
532,EasyMile,0,104245.28301886792,0,0,3.0,0,1.2359594100120586,-0.24880693186082609,-0.3957176230812298,-0.44008336168263407
533,Easyverif,0,0.0,0,0,1.0,0,-0.1186549313918094,-0.11680250189631328,-0.1363376765421718,-0.14110303295422802
534,Emundus,0,0.0,0,0,1.0,0,-0.17593863750979483,-0.06346655420837201,-0.11748855828955786,-0.15789623718215995
535,Ener-pacte,0,70588.23529411765,0,0,2.0,0,-0.16921285172923076,-0.11855648970716441,-0.12760323168708795,-0.1354909670866119
536,Epiderm,0,38994.8,0,0,2.0,0,-0.1693716718338594,-0.1217561660826787,-0.12069647181901251,-0.13449921253154445
537,Epur,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
538,Equimov,0,93750.0,0,0,1.0,0,-0.17051033486288583,-0.11947555327496805,-0.1288195755755716,-0.13717855239909282
539,Eventtia,0,0.0,1,1,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
540,Exolis,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
542,Facetts,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
543,Feeli,0,0.0,0,0,1.0,0,-0.1732753827775308,-0.11899711265825008,-0.13073173048498973,-0.14053422209162342
544,Ferpection,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
545,FITLE,0,0.0,0,0,2.0,0,0.04309118724133037,0.6274721597557821,-0.14252579938980495,0.6837820252157781
546,Folhomee,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
547,F-Reg,0,40000.0,0,0,1.0,0,-0.16279204954543566,-0.1278465314694981,-0.1038713844267716,-0.09313254755141016
548,Gangz,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
549,Getpro,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
550,GitGuardian,0,419580.3846153846,0,0,2.0,0,-0.07321460478284358,0.5489693065699841,0.10230171538481425,-0.20677504068593638
551,Goodmix,0,0.0,0,0,1.0,0,-0.12995623608237666,-0.015044815610597905,-0.13173083949454933,0.03596692146584276
552,Goodsid,0,38994.8,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
553,Guides-shopping,0,0.0,0,0,1.0,0,-0.15455538340908356,-0.07996962880793423,-0.09804880644141112,-0.09859014583237008
554,Hapticmedia,0,2941.176470588235,0,0,2.0,0,-0.16909457172849604,-0.11012235685261867,-0.12456682602923282,-0.13871450970470797
555,Heappi,0,0.0,0,0,1.0,0,-0.1808862021029145,0.026385357369918976,-0.12941910161588854,-0.14513182123039164
556,Heyliot,0,38994.8,0,0,2.0,0,-0.05572676178457808,-0.05714936804579372,-0.3939065308830036,0.7213311597272006
557,Homeys,0,38994.8,0,0,1.0,0,-0.165176827714564,-0.10237683505852246,-0.13840865852484596,-0.12645980348791006
558,Hopfab,0,0.0,0,0,2.0,0,-0.16760821395928133,0.012068489160108145,-0.07125606457836753,-0.14271947083442157
559,HRmaps,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
560,Hubtobee,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
561,IDECSI,0,0.0,0,0,2.0,0,0.021119179753078532,1.0304738344747641,0.3109507777988872,-0.24330051325491092
562,Ideel,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
563,Idomed,0,0.0,0,0,2.0,0,-0.13196919901093784,-0.07335108688347498,-0.12910225787616608,-0.1138874913358281
564,Ilek,0,206896.55172413794,0,0,2.0,0,1.6900305369760986,0.30597533087505824,-0.1921996664099075,-0.5420666657876322
565,Influans,0,38994.8,1,1,2.0,0,0.038271238436715024,1.3535127732104517,0.3468344688540869,-0.17632385442453535
566,Inflyter,0,0.0,0,0,1.0,0,-0.0025445025518183602,1.2553464872881397,0.3770477225806211,-0.1997542017307174
567,Innovsante,0,38994.8,0,0,2.0,0,-0.1783193304248831,0.01848100371929585,-0.10529190200094798,-0.15769034644436317
569,InsideBoard,0,531746.0317460317,1,1,3.0,0,0.021119179753078532,1.0304738344747641,0.3109507777988872,-0.24330051325491092
570,Itekube,0,0.0,0,0,1.0,0,-0.13409762883431164,-0.038587829912308705,-0.12921305382578802,-0.11461829738835226
571,Izicap,0,80000.0,1,1,3.0,0,-0.16125098466443438,0.04796162667462485,-0.12920282560523522,0.056205032628168505
572,Izilaw,0,38994.8,0,0,1.0,0,-0.17182786911544642,-0.12040897725691892,-0.13005933108658044,-0.13890870147982592
573,JobyPepper,0,0.0,0,0,2.0,0,-0.05572676178457808,-0.05714936804579372,-0.3939065308830036,0.7213311597272006
574,Jokosun,0,38994.8,0,0,2.0,0,-0.1783193304248831,0.01848100371929585,-0.10529190200094798,-0.15769034644436317
575,Kawaa,0,62000.0,0,0,2.0,0,-0.18881486804533124,-0.06876690860238478,-0.15333768707330034,-0.14512842969186696
576,Kazeko,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
577,Kiddizy,0,38994.8,0,0,2.0,0,-0.06062991126489156,0.5090394429215493,0.10795342566679482,-0.1921844499852816
578,KIPLIN,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
579,Knot,0,38994.8,0,0,1.0,0,-0.03977337419898014,0.011159301824224118,-0.3936879160518843,0.729386934501717
580,Krank,0,26923.076923076922,0,0,2.0,0,-0.20293127449064474,0.06990943478233211,-0.11195249063117751,-0.2095576733232652
581,Lounjee,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
582,LUMI'IN,0,142857.14285714287,0,0,1.0,0,1.7428639797061836,-0.268809978332089,-0.7250776646617916,0.3715990038032563
583,LysPackaging,0,153846.15384615384,0,0,2.0,0,-0.1691480728093138,-0.11238449880802476,-0.1358482895404693,-0.09153194919649317
584,Memento,0,38994.8,0,0,1.0,0,-0.2160860268946022,0.17200569066068533,-0.06487580819751168,-0.13474492367364366
585,mercurr,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
586,Mipise,0,74866.29411764706,0,0,2.0,0,0.09984860521590919,0.7556935300171856,0.2840290307605575,-0.15420305796659728
587,Mixdata,0,38994.8,0,0,3.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
588,Mobeye,0,41935.48387096774,0,0,2.0,0,-0.06147256601086982,0.7377158298953082,0.14127299218416614,-0.12167274948165442
589,Mobistreet,0,0.0,0,0,1.0,0,-0.02843773866638007,0.7903409106920676,0.09202096380872775,-0.2926398176714943
590,Monemprunt.com,0,166666.66666666666,0,0,2.0,0,-0.16997271382625287,-0.11460789194165173,-0.12668520096714372,-0.13837477125498635
591,Moneway,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
593,Moona,0,91000.0,0,0,1.0,0,-0.1460841675784207,-0.13101945026718914,-0.14712458375237378,-0.16156218776375617
594,MyTutorAbroad,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
595,Nabla,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
596,Naker,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
597,Newcy,0,83333.33333333333,0,0,2.0,0,1.5827254827772121,-0.32071556976553695,-0.42656273458893407,-0.4837266102504533
598,Newheat,0,120000.0,0,0,2.0,0,1.6422747408461065,-0.33228520375953574,-0.4631897625211625,-0.4912715660338374
599,Noova,0,38994.8,0,0,4.0,0,0.010423725754735847,1.129319528927728,0.372963343106315,-0.2503133713420238
600,Novengine,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
601,Onecub,0,46250.0,0,0,1.0,0,-0.1728180902325133,-0.06054757520352633,-0.11510943746178727,-0.1496396826532434
602,Openergy,0,0.0,0,0,1.0,0,-0.16507788764958659,-0.08038286525752723,-0.14470879316651353,-0.08727277490819153
604,Ouihelp,0,31730.76923076923,1,1,3.0,0,1.0581368242029832,-0.06796092232255031,-0.059173650463121244,-0.26779345568195306
605,Pandascore,0,68152.17391304347,0,0,2.0,0,-0.1700887861394473,-0.10602043991075896,-0.1371647531051405,-0.14313187836846775
606,PayCar,0,200000.0,0,0,1.0,0,0.051459469270548744,1.2186040929706154,0.3094435431019232,-0.2461508486592846
607,PayGenius,0,0.0,0,0,2.0,0,-0.16441740898578117,0.09788023372666789,-0.1388816351783379,-0.0855210080597653
608,Paytweak,0,94444.44444444444,0,0,2.0,0,-0.19169185307664904,0.03963856497087062,-0.14382011582487508,-0.1324149696895474
609,Playeur.co,0,38994.8,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
610,PRO-SPARE,0,38994.8,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
611,Qotto,0,74074.07407407407,0,0,2.0,0,-0.00779646853480674,-0.06574586628559818,-0.42492457258508837,0.7214812196056068
612,Quantilia,0,142857.14285714287,0,0,2.0,0,-0.09408767598742382,0.10452900062062284,-0.01351280631872233,0.1811593545622781
613,Quantom,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
614,Quorum,0,471515.14666666667,0,0,3.0,0,-0.17659857496641365,0.07262771291749683,-0.14593608642650915,-0.10529839154907306
615,RESEAUPRO,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
616,Rolide,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
617,Rool'in,0,119480.42857142857,0,0,1.0,0,1.6382446467159673,-0.22686743635592457,-0.4469940970448468,-0.5125770570845671
618,Rougier,0,0.0,0,0,4.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
619,Safe-Cyberdefense,0,38994.8,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
620,Sarus,0,250000.0,1,1,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
621,Seaturns,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
622,Selerys,0,58214.28571428572,0,0,2.0,0,0.5344879153354316,-0.22711840001335043,-0.12845114271855462,-0.24237923061999278
623,SellingAtHome,0,72857.14285714286,0,0,1.0,0,-0.1779497024410844,-0.03910980342400762,-0.12506190545781748,-0.11922609564782762
624,Shapr,0,240322.5806451613,0,0,3.0,0,-0.1723458171460752,-0.059242616745742736,-0.1176083134933477,-0.1476601532395858
625,Simundia,0,71428.57142857143,0,0,2.0,0,-0.17457759446882823,-0.11098664784010595,-0.12837642444011285,-0.1457437943471674
626,Skiply,0,15384.615384615385,0,0,2.0,0,-0.14337211275071893,-0.06734313701235914,-0.10852832579301697,-0.14674959020634698
627,SoftLaw,0,0.0,0,0,1.0,0,-0.05625726924587945,-0.03180922316499313,-0.3936752463509209,0.7276739839508769
628,SonetSuite,0,31666.666666666668,0,0,1.0,0,-0.13230719407700375,0.1876057745844221,-0.09923137820260435,-0.0682867948960197
629,Spinergie,0,0.0,0,0,2.0,0,0.0038420932933104722,0.527339535194616,0.07848115497865647,-0.09649271630295635
630,Stormize,0,0.0,0,0,1.0,0,-0.1536829603181108,-0.08524488548494716,-0.13462786100865737,-0.14440231907200404
631,Swabbl,0,200000.0,0,0,1.0,0,0.02211338984119611,1.6423117549204769,0.40803957672787344,-0.3452067870809128
632,Synergiz,0,54347.82608695652,1,1,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
633,Target2Sell,0,31250.0,0,0,2.0,0,0.041571188020739454,1.4369313921127822,0.3903371991803013,-0.06439975459158065
634,Teester,0,46666.666666666664,0,0,2.0,0,0.0474821292680788,1.2793064665122558,0.3179649858352864,-0.15732048508748292
635,Teqoya,0,0.0,0,0,1.0,0,-0.01774803240317667,0.04545727406265431,-0.3992277278653207,0.8911424756411459
636,Touchify,0,0.0,0,0,1.0,0,0.020259455711288166,1.0381038294797864,0.3126663777681833,-0.24770403515244566
637,Trackinsight,0,250000.0,0,0,1.0,0,-0.04206499826952794,0.6617981570535885,0.120502149692443,-0.01533086114214198
638,Tracktor,0,82222.22222222222,0,0,2.0,0,-0.09679795033094925,-0.0032106223785751216,-0.14586207252889033,-0.12254538902001236
639,Tradefest,0,0.0,0,0,1.0,0,-0.06062991126489156,0.5090394429215493,0.10795342566679482,-0.1921844499852816
640,TrainMe,0,6779.661016949152,0,0,3.0,0,0.002140747412091854,1.160341650851454,0.38021196232710625,-0.2830924787935238
641,TRANSPOLIS,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
643,Unaide,0,185714.2857142857,0,0,1.0,0,-0.1783193304248831,0.01848100371929585,-0.10529190200094798,-0.15769034644436317
644,Uneole,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
645,Utip,0,107142.85714285714,0,0,2.0,0,-0.1675637539716954,-0.1067368080072769,-0.12731934243492332,-0.12306983178586862
646,VigiZen,0,38994.8,0,0,3.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
647,ViJump,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
648,V-Motech,0,89743.58974358975,0,0,2.0,0,-0.0764128505630591,-0.010979349826895454,-0.08703175790320723,-0.13041713920006653
649,Ween,0,163636.36363636365,0,0,2.0,0,0.9905915714337292,-0.21425317103886524,-0.2683959826814267,-0.22399874022745414
650,WeeSurf,0,50000.0,0,0,1.0,0,-0.16530961236641095,0.5256259194779473,-0.03086759433849587,-0.1771726573361891
651,WeNow,0,185714.2857142857,0,0,1.0,0,1.522920329634356,-0.24828130925740907,-0.6359243516110004,0.5158056151040548
652,wezzoo,0,295454.5,0,0,1.0,0,-0.13587703343577678,0.46052056421738474,-0.04116067976147937,-0.1589881420532083
653,Wipoz!,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
654,Yogosha,0,110520.96551724138,1,1,2.0,0,0.0500597956943915,0.6818525203486877,-0.17655712296238013,0.7299773878199138
655,Yoopies,0,21649.484536082473,0,0,3.0,0,0.04518409859649419,1.3692941204396405,0.33738794480462103,-0.3023662558897262
656,Youmiam,0,169421.45454545456,0,0,2.0,0,-0.10352337525113613,0.9390261532035727,0.20841636410988482,-0.24695587237274672
657,YouPass,0,281818.1818181818,0,0,2.0,0,-0.1690053474718916,-0.1166796686422466,-0.11392841660507601,-0.1343047137103131
658,Zenly,0,555342.8947368421,1,1,3.0,0,-0.16296073324605875,0.6155957584275534,-0.07862215376925336,-0.014823133024282448
659,Ze-Watt,0,76923.07692307692,0,0,2.0,0,1.4149009152415555,-0.3149506312726019,-0.43042973990280803,-0.4035447831162979
660,Zouzoucar,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
661,365Talents,0,62500.0,0,0,2.0,0,0.059360277582366734,1.3517769947889111,0.34226401601409395,0.026226371860180266
662,4D-Virtualiz,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
663,Abeeway,0,0.0,0,0,2.0,0,-0.07069900738944977,0.13288704003795135,-0.15290035122949006,0.12740664310332583
664,Acute3D,0,38994.8,0,0,2.0,0,-0.12714547368356494,-0.024751352718303147,-0.11054014470623634,-0.11143005635968439
665,Addbike,0,50000.0,0,0,2.0,0,1.23360390951085,-0.2477419820173583,-0.3836918855173769,-0.4251321733585305
666,Addbike,0,50000.0,0,0,2.0,0,1.23360390951085,-0.2477419820173583,-0.3836918855173769,-0.4251321733585305
667,AGV Discovery,0,38994.8,0,0,3.0,0,-0.050497606721943825,-0.4039790539590294,0.6136431094459781,0.06949516621108137
668,AIDODYS,0,0.0,0,0,1.0,0,-0.05572676178457808,-0.05714936804579372,-0.3939065308830036,0.7213311597272006
669,Ainolabs,0,38994.8,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
670,Quattrocento,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
671,Ambientic,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
672,Anaquant,0,20000.0,0,0,1.0,0,-0.05762729435877634,-0.4535290226143409,0.7640595904074461,0.1084775760827759
673,ANTOFENOL,0,604493.1818181818,0,0,2.0,0,0.7025894913420762,-0.5538914639614583,0.6358467222036287,0.0008836591465406591
674,Antsway,0,33333.333333333336,0,0,2.0,0,-0.1616994392692532,-0.07542017803232123,-0.12983501789868473,-0.16962144473891075
675,Appie,0,0.0,0,0,2.0,0,-0.16921285172923078,-0.11855648970716443,-0.12760323168708798,-0.135490967086612
676,Aqsitania,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
677,Artefact,0,0.0,0,0,3.0,0,-0.17078033585610738,-0.054318524879532704,-0.12426826580363999,-0.14748006634722668
678,ATAWEY,0,38994.8,0,0,1.0,0,1.2962768269707154,-0.2903944700236034,-0.3596191247500143,-0.4059259788821302
679,ATLANGRAM,0,0.0,0,0,1.0,0,-0.12825125869880252,-0.10109703984798768,-0.0822069784584096,-0.14275742089390592
682,Axellience,0,0.0,0,0,1.0,0,-0.06062991126489156,0.5090394429215493,0.10795342566679482,-0.1921844499852816
683,Azameo,0,62500.0,1,1,2.0,0,0.009714473983809703,1.1011432238254897,0.3087401574267442,-0.2332036499281366
684,BeamPulse,0,38994.8,0,0,3.0,0,-0.12825125869880252,-0.10109703984798768,-0.0822069784584096,-0.14275742089390592
686,Billee,0,0.0,0,0,1.0,0,-0.0723713908971699,0.6391038691778106,0.1148294690575874,-0.14380685572569654
687,Billee,0,0.0,0,0,1.0,0,-0.0723713908971699,0.6391038691778106,0.1148294690575874,-0.14380685572569654
688,Bioentech,0,90000.0,0,0,1.0,0,-0.10902530238004444,0.13468158426429108,-0.11661483476904999,0.21644696847175032
689,Biopic,0,38994.8,0,0,1.0,0,-0.12995623608237666,-0.015044815610597905,-0.13173083949454933,0.03596692146584276
690,Biosciencia,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
691,B°Ker,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
692,BOREA,0,0.0,0,0,2.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
693,Calnesis,0,0.0,0,0,1.0,0,-0.16793496546377798,-0.11765145771904596,-0.1264096425122322,-0.13384439444810253
695,Carbios,0,217647.0588235294,1,1,2.0,0,0.6097260197295217,-0.23184760465647172,-0.1947035281481517,-0.2049770478088154
